주소,단지명_공시가격,세대수,사용승인일
경기도 용인기흥구 언남동 486,하마비마을동일하이빌1,999,2001-09-21
경기도 용인기흥구 언남동 490,언동마을신일해피트리,591,2001-12-12
경기도 용인기흥구 언남동 493,하마비마을동부센트레빌,418,2002-01-31
경기도 용인기흥구 언남동 495,장미마을삼성래미안2,1219,2003-12-17
경기도 용인기흥구 언남동 496,하마비마을동일하이빌2,837,2002-08-01
경기도 용인기흥구 언남동 500,초원마을성원상떼빌2차,860,2005-05-18
경기도 용인기흥구 언남동 503,스파팰리스리가,533,2013-02-08
경기도 용인기흥구 언남동 522,힐스테이트구성,699,2023-05-30
경기도 용인기흥구 마북동 143,교동마을신창무궁화타운,490,1996-12-23
경기도 용인기흥구 마북동 204-5,교동마을정광아파트,478,1997-11-03
경기도 용인기흥구 마북동 352,구성우림필유,362,1998-01-14
경기도 용인기흥구 마북동 524-8,블루밍구성더센트럴,1576,2000-09-30
경기도 용인기흥구 마북동 526-3,연원마을엘지,396,1999-12-29
경기도 용인기흥구 마북동 550-4,연원마을현대아이파크,424,2000-05-31
경기도 용인기흥구 마북동 617,교동마을엘지,450,2001-08-11
경기도 용인기흥구 마북동 619,용화마을태영데시앙1,321,2003-10-14
경기도 용인기흥구 마북동 621,교동마을쌍용,340,2002-03-08
경기도 용인기흥구 마북동 624,삼성쉐르빌구성역플랫폼시티,316,2002-05-30
경기도 용인기흥구 마북동 625,교동마을현대필그린,486,2002-01-02
경기도 용인기흥구 마북동 629,삼거마을삼성래미안1,1282,2002-12-31
경기도 용인기흥구 마북동 630,교동마을현대홈타운,795,2003-08-01
경기도 용인기흥구 마북동 636,교동마을마북이편한세상,404,2009-10-01
경기도 용인기흥구 마북동 638,교동마을구성자이3차,309,2010-03-29
경기도 용인기흥구 마북동 641,교동마을동양파라곤,278,2010-10-26
경기도 용인기흥구 마북동 651,구성역효성해링턴플레이스,296,2016-11-23
경기도 용인기흥구 마북동 659,e편한세상구성역플랫폼시티,999,2024-04-12
경기도 용인기흥구 청덕동 482,청덕마을광도와이드빌,476,2003-08-08
경기도 용인기흥구 청덕동 488,휴먼시아물푸레마을3단지,988,2008-10-07
경기도 용인기흥구 청덕동 497,경남아너스빌,240,2008-06-18
경기도 용인기흥구 청덕동 499,구성더포레스트(휴먼시아6단지),367,2009-07-27
경기도 용인기흥구 청덕동 503,휴먼시아물푸레마을5단지,712,2008-06-03
경기도 용인기흥구 청덕동 506,휴먼시아물푸레마을2단지,389,2008-06-03
경기도 용인기흥구 청덕동 513,휴먼시아물푸레마을1단지,618,2008-07-16
경기도 용인기흥구 청덕동 565,물푸레마을휴먼시아7단지,398,2009-07-27
경기도 용인기흥구 청덕동 567,호반베르디움,308,2008-06-26
경기도 용인기흥구 청덕동 569,휴먼시아물푸레마을9단지,948,2008-09-11
경기도 용인기흥구 동백동 572,호수마을자연앤데시앙,432,2006-08-18
경기도 용인기흥구 동백동 574,호수마을월드메르디앙,286,2006-06-23
경기도 용인기흥구 동백동 575,호수마을어울림,488,2006-11-06
경기도 용인기흥구 동백동 579,백현마을서해그랑블,482,2006-04-20
경기도 용인기흥구 동백동 581,주공7단지아파트,561,2006-03-23
경기도 용인기흥구 동백동 583,백현마을경남아너스빌,600,2006-11-06
경기도 용인기흥구 동백동 584,주공9단지아파트,981,2006-05-17
경기도 용인기흥구 동백동 593,모아미래도2단지아파트,336,2006-02-27
경기도 용인기흥구 동백동 596,백현마을한라비발디(1차),342,2006-02-27
경기도 용인기흥구 동백동 599,모아미래도1단지아파트,838,2006-02-27
경기도 용인기흥구 동백동 602,주공3단지아파트,898,2006-05-30
경기도 용인기흥구 동백동 604,호수마을계룡리슈빌,567,2006-03-02
경기도 용인기흥구 동백동 653,호수마을상록롯데캐슬,552,2007-02-06
경기도 용인기흥구 동백동 654,호수마을동보노빌리티,481,2006-02-27
경기도 용인기흥구 동백동 656,호수마을서해그랑블,536,2006-04-20
경기도 용인기흥구 동백동 661,백현마을코아루,414,2006-03-29
경기도 용인기흥구 동백동 662,백현마을한라비발디(2차),304,2006-02-27
경기도 용인기흥구 동백동 683,동원마을동원로얄듀크,477,2007-07-31
경기도 용인기흥구 동백동 689,동문굿모닝힐,512,2007-11-30
경기도 용인기흥구 동백동 694,용인동백두산위브더제니스,1187,2021-06-30
경기도 용인기흥구 중동 817,서희삼정,390,2003-05-17
경기도 용인기흥구 중동 819,동백역월드메르디앙아파트,966,2006-02-28
경기도 용인기흥구 중동 860,성산마을서해그랑블,564,2006-04-27
경기도 용인기흥구 중동 870,성산마을신영지웰,590,2006-08-31
경기도 용인기흥구 중동 874,백현마을동일하이빌,743,2006-03-21
경기도 용인기흥구 중동 878,백현마을상록롯데캐슬,295,2007-02-06
경기도 용인기흥구 중동 956,동백역한라비발디(어은목마을),248,2006-02-27
경기도 용인기흥구 중동 958,어은목마을대원칸타빌,432,2006-04-19
경기도 용인기흥구 중동 1041,초당마을주공아파트,816,2006-04-27
경기도 용인기흥구 중동 1045,초당마을현진에버빌,320,2006-02-27
경기도 용인기흥구 중동 1046,초당마을삼부르네상스13단지아파트(코아루),279,2006-03-29
경기도 용인기흥구 중동 1047,초당마을삼부르네상스12단지아파트(코아루),289,2006-03-29
경기도 용인기흥구 중동 1050,동백역경남아너스빌아파트(어은목마을),592,2006-03-29
경기도 용인기흥구 중동 1051,어은목마을벽산블루밍아파트,533,2006-03-29
경기도 용인기흥구 중동 1081,신동백아이파크,313,2007-03-22
경기도 용인기흥구 중동 1096,신동백롯데캐슬에코1단지,1902,2013-06-20
경기도 용인기흥구 중동 1100,하우스디동백카바나,284,2019-02-21
경기도 용인기흥구 중동 1101,신동백롯데캐슬에코2단지,868,2013-06-20
경기도 용인기흥구 중동 1102,신동백서해그랑블1차,236,2013-07-26
경기도 용인기흥구 중동 1139,신동백서해그랑블2차,817,2014-06-03
경기도 용인기흥구 중동 1146,신동백동도센트리움,254,2016-12-14
경기도 용인기흥구 상하동 137,인정프린스,367,1996-12-20
경기도 용인기흥구 상하동 296,대우,432,1997-05-09
경기도 용인기흥구 상하동 447,풍림,469,1998-11-14
경기도 용인기흥구 상하동 621,쌍용(3단지),1342,2002-05-30
경기도 용인기흥구 상하동 630,강남마을한라비발디,890,2004-05-25
경기도 용인기흥구 상하동 636,강남마을주공,1176,2004-05-28
경기도 용인기흥구 상하동 652,쌍용스윗닷홈(2단지),465,2004-11-23
경기도 용인기흥구 상하동 656,갈천마을신일유토빌,510,2004-12-08
경기도 용인기흥구 상하동 660,용인상하진흥더루벤스2단지,851,2008-12-31
경기도 용인기흥구 상하동 675,지석마을그대가크레던스,554,2010-10-01
경기도 용인기흥구 보정동 694,상떼빌구성역플랫폼시티,691,2000-11-01
경기도 용인기흥구 보정동 878-18,성호샤인힐즈아파트,777,2005-07-28
경기도 용인기흥구 보정동 911-1,용인보정대림(1차),232,2002-03-21
경기도 용인기흥구 보정동 1162,행원마을동아솔레시티,1701,2003-03-05
경기도 용인기흥구 보정동 1169,솔뫼마을현대홈타운,382,2001-12-20
경기도 용인기흥구 보정동 1177,연원마을삼성명가타운,424,2002-12-13
경기도 용인기흥구 보정동 1258,죽현마을엘지자이,238,2004-06-30
경기도 용인기흥구 보정동 1267,죽현마을아이파크,1466,2004-07-26
경기도 용인기흥구 보정동 1271,죽현마을동원로얄듀크,706,2006-04-27
경기도 용인기흥구 보정동 1282,더샵보정애비뉴1단지,884,2004-09-30
경기도 용인기흥구 보정동 1283,신촌마을상록데시앙,230,2006-09-29
경기도 용인기흥구 보정동 1291,죽전자이2차,275,2005-12-30
경기도 용인기흥구 보정동 1298,더샵보정애비뉴2단지,423,2004-09-30
경기도 용인기흥구 보정동 1393,용인보정꿈에그린,379,2012-10-30
경기도 용인수지구 풍덕천동 82-9,수지풍덕천한샘더랜드마크,220,2018-11-29
경기도 용인수지구 풍덕천동 504-10,수지에듀파크(SUJI-EDUPARK),279,1999-03-26
경기도 용인수지구 풍덕천동 663-1,수지삼성4차,1137,1994-12-20
경기도 용인수지구 풍덕천동 664,삼익아파트,540,1994-12-20
경기도 용인수지구 풍덕천동 664,풍림아파트,540,1994-12-20
경기도 용인수지구 풍덕천동 664,동아아파트,540,1994-12-20
경기도 용인수지구 풍덕천동 690,동문,368,1994-12-20
경기도 용인수지구 풍덕천동 691,동부,612,1995-07-31
경기도 용인수지구 풍덕천동 692,보원,619,1994-12-22
경기도 용인수지구 풍덕천동 692-1,수지삼성2차,420,1995-12-06
경기도 용인수지구 풍덕천동 693,삼성1,576,1994-12-20
경기도 용인수지구 풍덕천동 698-2,한성,774,1995-03-28
경기도 용인수지구 풍덕천동 699,한국,416,1995-06-19
경기도 용인수지구 풍덕천동 700-1,현대,1168,1994-12-20
경기도 용인수지구 풍덕천동 703,동보,470,1995-04-07
경기도 용인수지구 풍덕천동 1014,신정마을현대프라임,462,2000-02-29
경기도 용인수지구 풍덕천동 1018,신정마을임광,212,2000-05-26
경기도 용인수지구 풍덕천동 1018,신정마을극동,212,2000-05-26
경기도 용인수지구 풍덕천동 1021,신정마을성지,538,2000-05-27
경기도 용인수지구 풍덕천동 1025,신정마을우성,443,2000-05-13
경기도 용인수지구 풍덕천동 1027,신정마을진흥,414,1999-12-13
경기도 용인수지구 풍덕천동 1028,신정6단지(상록)공무원,393,2000-01-31
경기도 용인수지구 풍덕천동 1060,신정7단지(상록)공무원,670,2000-01-31
경기도 용인수지구 풍덕천동 1065,신정마을주공1,1044,2000-03-31
경기도 용인수지구 풍덕천동 1104,용인수지신정마을9단지,812,2000-05-04
경기도 용인수지구 풍덕천동 1112,현대성우8차,1239,1999-11-19
경기도 용인수지구 풍덕천동 1167,진산마을삼성5차,1828,2003-07-28
경기도 용인수지구 풍덕천동 1168-2,진산마을삼성6차,343,2002-02-21
경기도 용인수지구 풍덕천동 1180,진산마을삼성7차,501,2002-11-09
경기도 용인수지구 풍덕천동 1183,정자뜰마을태영데시앙1차,648,2004-04-23
경기도 용인수지구 풍덕천동 1186,정자뜰마을태영데시앙2차,249,2006-04-18
경기도 용인수지구 풍덕천동 1191,수지진산마을푸르지오,438,2012-07-27
경기도 용인수지구 풍덕천동 1198,래미안수지이스트파크,845,2015-10-29
경기도 용인수지구 풍덕천동 1209,e편한세상수지,1237,2017-08-25
경기도 용인수지구 풍덕천동 1223,수지파크푸르지오,430,2019-03-28
경기도 용인수지구 죽전동 89-1,죽전현대1차,702,1999-04-14
경기도 용인수지구 죽전동 172-1,용인죽전동부센트레빌,536,1998-12-01
경기도 용인수지구 죽전동 331,도담마을아이파크,360,1998-12-18
경기도 용인수지구 죽전동 339,도담마을죽전파크빌,561,1997-06-14
경기도 용인수지구 죽전동 414,도담마을7단지뜨리에체,430,1999-02-27
경기도 용인수지구 죽전동 453-1,한신,311,1998-04-24
경기도 용인수지구 죽전동 454,더리버하임,336,1999-02-27
경기도 용인수지구 죽전동 488,죽전퍼스트하임,480,1999-02-20
경기도 용인수지구 죽전동 501,동성1차,684,1997-06-19
경기도 용인수지구 죽전동 832,벽산블루밍1단지,612,1997-09-27
경기도 용인수지구 죽전동 832-1,벽산블루밍2단지,684,1997-09-02
경기도 용인수지구 죽전동 883-1,죽전아이뷰,432,1999-08-30
경기도 용인수지구 죽전동 941,벽산블루밍3단지,266,1997-09-24
경기도 용인수지구 죽전동 952,벽산블루밍4단지,465,1999-03-17
경기도 용인수지구 죽전동 1003-8,현암마을동성2차,838,1999-05-13
경기도 용인수지구 죽전동 1088-2,죽전역솔하임,234,2021-03-09
경기도 용인수지구 죽전동 1110,대지마을죽전현대홈타운2차,346,2001-08-02
경기도 용인수지구 죽전동 1112,중앙하이츠,271,2001-11-10
경기도 용인수지구 죽전동 1115,도담마을롯데캐슬,231,2002-03-29
경기도 용인수지구 죽전동 1116,도담마을힐스테이트4차1단지,351,2003-04-02
경기도 용인수지구 죽전동 1118,대지마을현대홈타운3차2단지,537,2003-04-04
경기도 용인수지구 죽전동 1153,현인마을이-편한세상2차,206,2006-02-21
경기도 용인수지구 죽전동 1154,현인마을이-편한세상3차,239,2006-02-21
경기도 용인수지구 죽전동 1165,새터마을죽전힐스테이트,1998,2004-06-29
경기도 용인수지구 죽전동 1182,내대지마을건영캐스빌,1254,2004-11-25
경기도 용인수지구 죽전동 1216,새터마을모아미래도,252,2005-02-03
경기도 용인수지구 죽전동 1233,용인죽전성현마을주공3단지,388,2005-07-20
경기도 용인수지구 죽전동 1235,성현마을반도유보라,637,2004-06-30
경기도 용인수지구 죽전동 1261,도담마을우미린,418,2004-10-05
경기도 용인수지구 죽전동 1262,도담마을한양수자인,332,2004-12-01
경기도 용인수지구 죽전동 1269,꽃메마을힐스테이트4차2단지,254,2004-06-29
경기도 용인수지구 죽전동 1279,도담마을주공,643,2005-08-05
경기도 용인수지구 죽전동 1302,꽃메마을한라신영프로방스,388,2004-06-30
경기도 용인수지구 죽전동 1303,꽃메마을힐스테이트(4차4단지),342,2004-06-29
경기도 용인수지구 죽전동 1304,꽃메마을힐스테이트(4차3단지),770,2004-06-29
경기도 용인수지구 죽전동 1307,꽃메마을아이파크,374,2004-07-30
경기도 용인수지구 죽전동 1329,성현마을우미이노스빌2차,538,2004-12-20
경기도 용인수지구 죽전동 1367,내대지마을주공5단지,225,2006-04-17
경기도 용인수지구 죽전동 1483,죽전휴먼빌,260,2010-06-11
경기도 용인수지구 죽전동 산27-1,e편한세상죽전프리미어포레,430,2024-11-29
경기도 용인수지구 동천동 176-1,수지2풍림,271,1998-12-31
경기도 용인수지구 동천동 177-12,행림마을진로,269,2000-04-11
경기도 용인수지구 동천동 400-1,동문그린,227,1998-11-14
경기도 용인수지구 동천동 859,동천마을현대홈타운1차,466,2002-04-29
경기도 용인수지구 동천동 862,동천마을현대홈타운2차,1128,2002-04-17
경기도 용인수지구 동천동 864,써니벨리,627,2004-01-26
경기도 용인수지구 동천동 868,동천역센트럴아이파크,344,2004-01-10
경기도 용인수지구 동천동 869,우미이노스빌,396,2004-01-20
경기도 용인수지구 동천동 870,신명스카이뷰,262,2004-01-17
경기도 용인수지구 동천동 913,수지디이스트,220,2007-10-31
경기도 용인수지구 동천동 914,동천디이스트,1334,2007-10-31
경기도 용인수지구 동천동 917,더샵동천포레스트,330,2018-08-06
경기도 용인수지구 동천동 923,래미안이스트팰리스4단지,620,2010-05-31
경기도 용인수지구 동천동 930,동천파크자이,388,2019-07-29
경기도 용인수지구 동천동 932,래미안이스트팰리스3단지,885,2010-05-31
경기도 용인수지구 동천동 935,래미안이스트팰리스1단지,460,2010-05-31
경기도 용인수지구 동천동 938,래미안이스트팰리스2단지,428,2010-05-31
경기도 용인수지구 동천동 산151-2,더샵동천이스트포레,980,2020-03-31
경기도 용인수지구 동천동 가-,한화포레나수지동천,293,2022-02-21
경기도 용인수지구 동천동 가-,동천자이,1437,2018-08-30
경기도 용인수지구 동천동 BL-,동천센트럴자이,1057,2019-05-30
경기도 용인수지구 신봉동 870,신봉마을엘지빌리지5차(A),532,2002-08-31
경기도 용인수지구 신봉동 871,신봉마을엘지빌리지5차(B),556,2002-08-31
경기도 용인수지구 신봉동 873,신봉마을LG자이1차,1990,2004-02-17
경기도 용인수지구 신봉동 874,한일드림빌,296,2003-12-30
경기도 용인수지구 신봉동 876,벽산블루밍,246,2004-01-26
경기도 용인수지구 신봉동 880,서홍마을한화꿈에그린,404,2004-01-20
경기도 용인수지구 신봉동 893,서홍마을4,388,2004-01-10
경기도 용인수지구 신봉동 905,우남퍼스트빌,962,2004-01-14
경기도 용인수지구 신봉동 911,신봉마을자이2차,1626,2005-08-24
경기도 용인수지구 신봉동 912,신봉마을자이3차,401,2007-03-30
경기도 용인수지구 신봉동 946,동부센트레빌6단지,450,2010-09-24
경기도 용인수지구 신봉동 949,동부센트레빌5단지,490,2010-09-24
경기도 용인수지구 신봉동 959,신봉마을용인신봉센트레빌1단지,298,2010-05-03
경기도 용인수지구 신봉동 960,광교산자이,445,2015-04-27
경기도 용인수지구 신봉동 976,신봉마을동일하이빌4단지,636,2010-10-04
경기도 용인수지구 신봉동 985,신봉마을동일하이빌3단지,594,2010-07-30
경기도 용인수지구 신봉동 987,신봉마을동일하이빌2단지,232,2010-06-22
경기도 용인수지구 신봉동 1025,힐스테이트광교산,789,2022-04-29
경기도 용인수지구 신봉동 1034,수지스카이뷰푸르지오,363,2022-06-28
경기도 용인수지구 성복동 84,성동마을강남,428,2001-02-19
경기도 용인수지구 성복동 90,성동마을엘지빌리지2차,758,2001-03-03
경기도 용인수지구 성복동 155,성동마을엘지빌리지1차,1164,2001-02-19
경기도 용인수지구 성복동 723,벽산첼시빌2차,951,2002-10-31
경기도 용인수지구 성복동 726,LG빌리지3,1234,2002-08-28
경기도 용인수지구 성복동 731,엘지빌리지6,956,2003-03-26
경기도 용인수지구 성복동 741,푸른마을푸르지오,430,2004-10-22
경기도 용인수지구 성복동 752,성동마을수지자이,680,2006-05-30
경기도 용인수지구 성복동 753,버들치마을경남아너스빌1차,816,2007-06-14
경기도 용인수지구 성복동 754,버들치마을경남아너스빌2차,214,2010-03-31
경기도 용인수지구 성복동 758,버들치마을성복자이1차,719,2010-06-03
경기도 용인수지구 성복동 759,버들치마을성복힐스테이트2차,689,2010-06-06
경기도 용인수지구 성복동 760,버들치마을성복힐스테이트3차,823,2010-06-06
경기도 용인수지구 성복동 762,성복센트럴자이,500,2010-09-27
경기도 용인수지구 성복동 767,버들치마을성복자이2차,783,2010-12-03
경기도 용인수지구 성복동 771,버들치마을성복힐스테이트1차,645,2011-07-01
경기도 용인수지구 성복동 780,성복아이파크,351,2012-07-17
경기도 용인수지구 성복동 789,성복역롯데캐슬골드타운,2356,2019-06-28
경기도 용인수지구 성복동 814,성복역롯데캐슬파크나인,534,2020-06-29
경기도 용인수지구 성복동 819,성복역롯데캐슬클라시엘,1094,2021-01-29
경기도 용인수지구 상현동 1,성복역리버파크,702,1998-05-09
경기도 용인수지구 상현동 30,진산마을성원상떼빌,1744,1997-12-20
경기도 용인수지구 상현동 85-6,성복역현대홈타운,462,2001-02-17
경기도 용인수지구 상현동 96-1,풍산아파트,438,1997-11-17
경기도 용인수지구 상현동 99,벽산블루밍,631,1998-08-31
경기도 용인수지구 상현동 168-1,광교현대프레미오,300,2001-02-12
경기도 용인수지구 상현동 824,광교쌍용포레듀엔(2-A),421,2001-12-05
경기도 용인수지구 상현동 827,수지금호베스트빌TheEdu,573,2001-03-31
경기도 용인수지구 상현동 828,광교쌍용포레듀엔(2-B),315,2001-12-05
경기도 용인수지구 상현동 831,광교쌍용포레듀엔(2-C),251,2001-12-05
경기도 용인수지구 상현동 832,상현마을금호베스트빌2단지,407,2001-03-31
경기도 용인수지구 상현동 838,동일스위트,312,2001-12-31
경기도 용인수지구 상현동 840,상현마을금호베스트빌4단지,224,2002-02-27
경기도 용인수지구 상현동 842,상현마을수지센트럴아이파크,895,2006-08-28
경기도 용인수지구 상현동 843,상현현대성우5차,310,2003-10-21
경기도 용인수지구 상현동 850,만현마을쌍용1차,992,2001-06-19
경기도 용인수지구 상현동 851,상현마을현대성우1차,470,2001-09-15
경기도 용인수지구 상현동 852,수지쌍용파크뷰,375,2001-09-28
경기도 용인수지구 상현동 853,광교상현마을현대,498,2001-12-21
경기도 용인수지구 상현동 855,상현마을현대성우3차,336,2002-04-25
경기도 용인수지구 상현동 856,만현마을2단지아이파크,404,2002-04-30
경기도 용인수지구 상현동 857,성복역아이파크,584,2002-07-18
경기도 용인수지구 상현동 858,만현마을5단지아이파크,528,2002-04-30
경기도 용인수지구 상현동 859,만현마을1단지롯데캐슬,992,2002-09-18
경기도 용인수지구 상현동 860,서원마을3단지아이파크,438,2002-09-06
경기도 용인수지구 상현동 861,만현마을8단지두산위브,556,2002-08-26
경기도 용인수지구 상현동 864,만현마을3단지성원쌍떼빌,554,2002-08-30
경기도 용인수지구 상현동 866,광교상떼빌파크뷰,968,2002-12-16
경기도 용인수지구 상현동 867,성복역금호베스트빌,890,2002-12-04
경기도 용인수지구 상현동 869,만현마을9단지엘지자이,1034,2003-06-27
경기도 용인수지구 상현동 1099,심곡마을광교힐스테이트,860,2009-10-29
경기도 용인수지구 상현동 1108,광교마을46-2단지광교스타클래스,220,2011-12-28
경기도 용인수지구 상현동 1113,광교더힐,672,2014-01-29
경기도 용인수지구 상현동 1115,광교경남아너스빌,700,2011-11-30
경기도 용인수지구 상현동 1134,광교자이더클래스,1035,2012-07-27
경기도 용인수지구 상현동 1135,휴먼시아41단지,1117,2011-11-16
경기도 용인수지구 상현동 1204,광교레이크포레,235,2017-06-23
경기도 용인수지구 상현동 1206,포레나광교상현,639,2018-02-27
경기도 용인수지구 상현동 1214,더샵수지포레,479,2019-08-28
경기도 용인수지구 상현동 1219,광교상현솔하임,224,2021-02-04
경기도 파주시 금촌동 51-49,장안미래(51-49),208,1993-09-22
경기도 파주시 금촌동 52-45,천년가골든뷰,210,2021-07-06
경기도 파주시 금촌동 69,에이스큐브,224,2020-12-21
경기도 파주시 금촌동 228-1,건일장미5차,226,1998-12-07
경기도 파주시 금촌동 228-4,건일장미6차아파트,259,2000-10-27
경기도 파주시 금촌동 230-1,대영장미1차아파트,244,1994-11-29
경기도 파주시 금촌동 233-6,대영장미3차아파트,298,1997-05-22
경기도 파주시 금촌동 234-22,두보3(234-22),252,1997-10-14
경기도 파주시 금촌동 424-9,경신그린아파트,408,1999-01-21
경기도 파주시 금촌동 781-2,동현(781-2),406,1990-12-04
경기도 파주시 금촌동 922,주공(922-0),769,1997-04-30
경기도 파주시 금촌동 972,새꽃마을1단지뜨란채(972-0),1818,2004-10-22
경기도 파주시 금촌동 984,새꽃마을3단지주공(임대),1167,2004-10-25
경기도 파주시 금촌동 992,후곡마을4단지뜨란채주공,1638,2004-11-15
경기도 파주시 금촌동 997,후곡마을1단지중앙하이츠(997-0),316,2005-11-18
경기도 파주시 금촌동 1003,쇠재마을5단지뜨란채주공,1402,2004-11-11
경기도 파주시 금촌동 1008,쇠재마을1단지풍림아이원(1008-0),563,2005-11-22
경기도 파주시 금촌동 1014-2,그린,220,2012-12-31
경기도 파주시 금촌동 1015,대방노블랜드(1015-0),488,2006-10-25
경기도 파주시 금촌동 1019,금촌주공7단지(1019-0),1133,2005-05-03
경기도 파주시 금촌동 1022,후곡마을6단지주공,688,2004-11-11
경기도 파주시 아동동 275-9,파라다이스(275-9),316,1998-05-15
경기도 파주시 아동동 283,팜스프링(283-0),2944,2001-09-27
경기도 파주시 아동동 291-10,"무궁화APT<1동,2동>",297,1990-10-27
경기도 파주시 아동동 339,장안(미우)5(339-0),206,1997-09-25
경기도 파주시 아동동 897,신안실크밸리1차(897-0),539,2009-06-19
경기도 파주시 아동동 900,신안실크밸리2차(900-0),438,2010-09-07
경기도 파주시 야동동 587,대방노블랜드(587-0),1080,2001-08-02
경기도 파주시 검산동 130-8,성원포레스타운(130-8),656,2000-04-28
경기도 파주시 검산동 310,유승,550,2001-05-02
경기도 파주시 야당동 975,한빛마을3단지아이파크,1096,2004-09-02
경기도 파주시 야당동 981,한빛마을1단지한라비발디,937,2009-08-31
경기도 파주시 야당동 982,한빛마을2단지휴먼빌,1123,2009-06-23
경기도 파주시 야당동 991,한빛마을5단지캐슬앤칸타빌,2190,2012-07-27
경기도 파주시 야당동 1015,한빛마을4단지롯데캐슬Ⅱ,1169,2018-04-26
경기도 파주시 야당동 1016,한빛마을9단지롯데캐슬1차,1076,2017-10-27
경기도 파주시 야당동 1023,한빛마을6단지(국민임대),1564,2011-11-18
경기도 파주시 야당동 1026,한빛마을7단지(한신휴플러스),1352,2011-11-09
경기도 파주시 야당동 1031,한빛마을8단지아모리움,1062,2011-06-10
경기도 파주시 다율동 982,청석마을8단지동문굿모닝힐,1026,2005-12-15
경기도 파주시 다율동 986,청석마을9단지대원효성,1240,2006-04-18
경기도 파주시 다율동 1005,중흥S-클래스에듀하이해오름마을1단지,750,2024-02-29
경기도 파주시 다율동 1006,해오름마을3단지제일풍경채그랑베뉴2차,660,2023-12-14
경기도 파주시 다율동 1009,파주운정신도시디에트르에듀타운,489,2024-11-19
경기도 파주시 다율동 1018,해오름마을6단지제일풍경채그랑포레,452,2024-04-30
경기도 파주시 다율동 1023,해오름마을5단지중흥S클래스2차에듀파크,450,2024-02-08
경기도 파주시 다율동 1030,운정신도시한라비발디파크젠해오름마을13단지,660,2024-01-12
경기도 파주시 다율동 1035,해오름마을14단지푸르지오파르세나,1745,2022-08-23
경기도 파주시 다율동 1036,해오름마을10단지파크푸르지오,710,2021-12-15
경기도 파주시 다율동 1038,운정신도시호반써밋웨스트파크,518,2024-10-25
경기도 파주시 다율동 1039,해오름마을12단지휴아림(공공임대),748,2020-07-31
경기도 파주시 다율동 1040,해오름마을11단지우미린(민간임대),846,2021-08-04
경기도 파주시 다율동 가-,운정자이퍼스트시티,920,2024-09-24
경기도 파주시 동패동 200-1,한울마을2단지벽산블루밍,1260,2001-06-30
경기도 파주시 동패동 1687,숲속길마을6단지동문굿모닝힐,586,2005-12-19
경기도 파주시 동패동 1690,숲속길마을7단지월드메르디앙센트럴파크,480,2006-01-12
경기도 파주시 동패동 1698,책향기마을10단지동문굿모닝힐(1698),1009,2005-12-15
경기도 파주시 동패동 1702,책향기마을12단지진흥효자,439,2005-12-22
경기도 파주시 동패동 1703,책향기마을11단지신동아파밀리에,366,2005-12-28
경기도 파주시 동패동 1704,책향기마을13단지경남아너스빌,734,2007-04-20
경기도 파주시 동패동 1708,책향기마을15단지상록데시앙,644,2007-03-27
경기도 파주시 동패동 1711,책향기마을14단지우남퍼스트빌(1711),600,2006-04-10
경기도 파주시 동패동 1752,한울마을3단지운정더클래스,648,2011-08-11
경기도 파주시 동패동 1753,한울마을4단지(국민임대),1167,2009-11-06
경기도 파주시 동패동 1768,한울마을5단지(국민임대),1467,2010-11-29
경기도 파주시 동패동 1771,한울마을6단지아모리움에듀파크,700,2011-07-18
경기도 파주시 동패동 1772,한울마을7단지삼부르네상스,724,2010-06-15
경기도 파주시 동패동 1781,한울마을1단지운정신도시IPARK,3042,2020-07-22
경기도 파주시 동패동 2070,초롱꽃마을3단지(행복주택),1448,2022-08-22
경기도 파주시 동패동 2071,초롱꽃마을6단지금강펜테리움,778,2022-07-29
경기도 파주시 동패동 2073,초롱꽃마을5단지우미린파크힐스,522,2024-12-12
경기도 파주시 동패동 2075,초롱꽃마을7단지파밀리에(공공임대),678,2021-10-14
경기도 파주시 동패동 2076,초롱꽃마을8단지중흥S클래스,1262,2022-04-29
경기도 파주시 동패동 2110,신영지웰운정신도시,606,2024-11-27
경기도 파주시 동패동 2118,초롱꽃마을9단지우미린센터포레(민간임대),522,2023-01-19
경기도 파주시 동패동 2119,초롱꽃마을13단지디에트르더퍼스트,820,2021-10-20
경기도 파주시 동패동 2126,초롱꽃마을10단지행복주택(A25BL),1000,2021-03-15
경기도 파주시 동패동 2127,초롱꽃마을11단지운정하우스디,728,2022-08-11
경기도 파주시 동패동 2129,초롱꽃마을12단지e편한세상운정어반프라임,1010,2021-07-13
경기도 파주시 동패동 2173-311,"물향기마을1단지아파트(국민,영구임대)",1810,2023-02-16
경기도 파주시 동패동 2173-561,해링턴플레이스GTX운정물향기마을3단지,1498,2023-12-19
경기도 파주시 문발동 546,노을빛마을주공(546)(국민임대),469,2006-05-24
경기도 파주시 문발동 547,노을빛마을주공(547-0),1119,2005-11-30
경기도 파주시 문발동 558,노을빛마을16단지(행복주택),320,2023-02-03
경기도 파주시 문발동 560,숲속길마을동문굿모닝힐(560),382,2005-12-19
경기도 파주시 목동동 2-110,해솔마을3단지운정현대,1274,2001-06-09
경기도 파주시 목동동 2-117,해솔마을2단지월드메르디앙(2-117),1507,2001-04-13
경기도 파주시 목동동 101,산내마을11단지현대아이파크,596,2002-10-31
