주소,단지명_공시가격,세대수,사용승인일
서울특별시 성북구 돈암동 631,범양,499,1998-12-09
서울특별시 성북구 돈암동 632,돈암동풍림아파트101~105동,460,1999-05-11
서울특별시 성북구 돈암동 633,동부센트레빌,540,2003-09-18
서울특별시 성북구 돈암동 636,이수브라운스톤돈암,1074,2004-12-18
서울특별시 성북구 돈암동 643,길음역금호어울림센터힐,490,2014-10-31
서울특별시 성북구 돈암동 644,돈암코오롱하늘채,522,2016-12-29
서울특별시 성북구 동소문동4가 279,송산아파트,345,1998-06-12
서울특별시 성북구 동소문동5가 120,돈암동일하이빌,236,2006-04-28
서울특별시 성북구 동소문동7가 23,한신플러스C,364,2004-07-05
서울특별시 성북구 삼선동2가 420,삼선현대힐스테이트,377,2009-12-01
서울특별시 성북구 삼선동2가 425,삼선푸르지오,864,2008-03-27
서울특별시 성북구 삼선동3가 115,삼선1에스에이치빌,285,2008-11-14
서울특별시 성북구 삼선동3가 116,삼선에스케이뷰,430,2012-04-30
서울특별시 성북구 삼선동4가 73,코오롱,437,1999-11-02
서울특별시 성북구 안암동1가 361,안암동삼성래미안,528,2005-06-16
서울특별시 성북구 안암동3가 135,삼익,204,1983-06-14
서울특별시 성북구 안암동3가 136-1,대광,346,1971-12-09
서울특별시 성북구 보문동6가 36-2,아남,218,1994-10-10
서울특별시 성북구 보문동6가 458,보문파크뷰자이,1186,2017-01-18
서울특별시 성북구 보문동1가 228,보문리슈빌하우트,465,2022-03-30
서울특별시 성북구 보문동3가 2,현대I-PARK,431,2003-08-30
서울특별시 성북구 보문동3가 230,이편한세상보문,361,2013-12-24
서울특별시 성북구 정릉동 210,정릉푸른마을동아,529,2003-10-04
서울특별시 성북구 정릉동 239,정릉풍림아이원,1971,2005-12-28
서울특별시 성북구 정릉동 239-5,정릉풍림아이원(임대),332,2005-12-28
서울특별시 성북구 정릉동 406,정릉푸르지오,403,2005-11-28
서울특별시 성북구 정릉동 435,중앙하이츠빌2단지,745,2005-11-16
서울특별시 성북구 정릉동 494,중앙하이츠빌1단지,433,2004-04-30
서울특별시 성북구 정릉동 780,"산장아파트가동,나동",264,1977-12-29
서울특별시 성북구 정릉동 809,정릉중앙하이츠아파트,261,1999-05-14
서울특별시 성북구 정릉동 1014,정릉스카이쌍용아파트,406,1999-02-12
서울특별시 성북구 정릉동 1015,길음뉴타운경남아너스빌,860,1999-06-19
서울특별시 성북구 정릉동 1018,길음뉴타운데시앙,514,1999-11-22
서울특별시 성북구 정릉동 1019,정릉성원상떼빌,271,2000-01-17
서울특별시 성북구 정릉동 1020,정릉우성아파트101동102동103동104동105동,823,2000-02-12
서울특별시 성북구 정릉동 1021,대우,791,2001-06-21
서울특별시 성북구 정릉동 1025,정릉힐스테이트,355,2004-12-23
서울특별시 성북구 정릉동 1028,정릉e-편한세상,739,2006-06-02
서울특별시 성북구 정릉동 1030,정릉힐스테이트1차,222,2007-05-18
서울특별시 성북구 정릉동 1031,정릉힐스테이트3차,522,2008-06-09
서울특별시 성북구 정릉동 1033,우정에쉐르,212,2009-04-16
서울특별시 성북구 정릉동 1034,라온유,236,2008-10-08
서울특별시 성북구 정릉동 1035,정릉2차e-편한세상,527,2009-06-08
서울특별시 성북구 정릉동 1037,정릉꿈에그린,349,2015-04-30
서울특별시 성북구 길음동 635-168,길음뉴타운신안파크아파트,252,1988-11-26
서울특별시 성북구 길음동 1276,삼부컨비니언,684,1998-02-02
서울특별시 성북구 길음동 1278,길음동동부센트레빌(1278-0),1377,2003-03-31
서울특별시 성북구 길음동 1279,길음뉴타운1단지(래미안길음1차),1125,2003-01-29
서울특별시 성북구 길음동 1280,길음뉴타운2단지(푸르지오),1634,2005-04-20
서울특별시 성북구 길음동 1280-1,길음뉴타운3단지(푸르지오),434,2005-04-20
서울특별시 성북구 길음동 1281,길음뉴타운4단지(e편한세상),1605,2005-04-20
서울특별시 성북구 길음동 1282,길음뉴타운5단지(래미안),560,2006-06-23
서울특별시 성북구 길음동 1283,길음뉴타운6단지(래미안),977,2007-07-24
서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),1497,2010-06-30
서울특별시 성북구 길음동 1285,길음뉴타운7단지(두산위브),449,2010-07-28
서울특별시 성북구 길음동 1286,길음뉴타운9단지(래미안),1012,2010-09-30
서울특별시 성북구 길음동 1287-1,롯데캐슬골든힐스(길음뉴타운11단지),399,2019-05-07
서울특별시 성북구 길음동 1288,래미안길음센터피스,2352,2019-11-29
서울특별시 성북구 길음동 1289,롯데캐슬클라시아,2029,2022-01-27
서울특별시 성북구 종암동 34-3,종암선경,238,1996-09-19
서울특별시 성북구 종암동 80,래미안크리시엘,1168,2004-09-24
서울특별시 성북구 종암동 104-1,종암에스케이,1318,1999-04-07
서울특별시 성북구 종암동 128,극동,297,2000-12-07
서울특별시 성북구 종암동 130,아이파크종암동1차,513,2004-09-24
서울특별시 성북구 종암동 131,아이파크종암동2차,782,2005-09-30
서울특별시 성북구 종암동 133,래미안세레니티,955,2009-10-29
서울특별시 성북구 종암동 134,래미안라센트,837,2011-01-31
서울특별시 성북구 종암동 135,종암2차SKVIEW,325,2010-10-29
서울특별시 성북구 하월곡동 88-64,성북힐스테이트(101동),220,2007-09-03
서울특별시 성북구 하월곡동 219,동신,746,1998-07-01
서울특별시 성북구 하월곡동 222,월곡두산위브,2197,2003-04-30
서울특별시 성북구 하월곡동 224,샹그레빌아파트,297,2004-07-07
서울특별시 성북구 하월곡동 225,래미안월곡,1372,2006-07-19
서울특별시 성북구 하월곡동 226,월곡래미안루나밸리,787,2007-10-23
서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,714,2010-04-29
서울특별시 성북구 하월곡동 230,동일하이빌뉴시티,440,2011-11-30
서울특별시 성북구 상월곡동 55-56,우남푸르미아,225,1994-12-24
서울특별시 성북구 상월곡동 101,동아에코빌,1253,2003-06-27
서울특별시 성북구 장위동 8-2,석계역한일노벨리아시티,299,2019-09-03
서울특별시 성북구 장위동 316-2,"장월에스에이치빌1단지(국민임대,SH소유",254,2006-04-18
서울특별시 성북구 장위동 316-5,참누리아파트,373,2006-04-18
서울특별시 성북구 장위동 317,꿈의숲대명루첸아파트,611,2008-12-26
서울특별시 성북구 장위동 319,꿈의숲코오롱하늘채,513,2017-10-30
서울특별시 성북구 장위동 320,래미안장위퍼스트하이,1562,2020-11-03
서울특별시 성북구 장위동 322,래미안포레카운티,939,2021-05-31
서울특별시 성북구 장위동 323,꿈의숲아이파크,1711,2022-07-13
서울특별시 성북구 석관동 10,두산,1998,1998-04-18
서울특별시 성북구 석관동 110-2,중앙하이츠,315,1994-06-24
서울특별시 성북구 석관동 405,코오롱,453,1999-06-12
서울특별시 성북구 석관동 407,석관래미안,580,2009-06-26
서울특별시 성북구 석관동 410,래미안아트리치,1091,2019-02-28
서울특별시 강북구 미아동 4,꿈의숲롯데캐슬,615,2017-02-27
서울특별시 강북구 미아동 160-3,푸르지오시티,298,2014-10-17
서울특별시 강북구 미아동 190-2,현대(190-2),231,1992-12-21
서울특별시 강북구 미아동 461,송천센트레빌,306,2010-09-10
서울특별시 강북구 미아동 474,미아동부센트레빌,480,2006-04-25
서울특별시 강북구 미아동 561-2,현대성우,216,1998-10-27
서울특별시 강북구 미아동 796,경남아너스빌,208,2008-01-25
서울특별시 강북구 미아동 797,미아1차래미안,306,2006-11-09
서울특별시 강북구 미아동 811,두산위브트레지움,1370,2011-10-31
서울특별시 강북구 미아동 812,삼성래미안트리베라2단지,1102,2010-05-28
서울특별시 강북구 미아동 813,래미안트리베라1단지,1035,2010-05-28
서울특별시 강북구 미아동 1353,에스케이북한산시티,3830,2004-05-07
서울특별시 강북구 미아동 1354,벽산라이브파크,1585,2004-08-07
서울특별시 강북구 미아동 1355,미아한일유앤아이,384,2002-11-29
서울특별시 강북구 미아동 1356,경남아너스빌(1356-0),860,2003-06-20
서울특별시 강북구 미아동 1357,삼각산아이원,1344,2003-12-30
서울특별시 강북구 미아동 1369,꿈의숲해링턴플레이스,1028,2019-09-27
서울특별시 강북구 미아동 1371,꿈의숲한신더휴,203,2022-04-28
서울특별시 강북구 번동 133-1,번동한양아파트,261,1992-11-06
서울특별시 강북구 번동 136,번동솔그린,380,1999-09-16
서울특별시 강북구 번동 138,한솔솔파크,225,2005-09-01
서울특별시 강북구 번동 139,해모로,430,2003-07-28
서울특별시 강북구 번동 191,기산그린,263,2000-02-24
서울특별시 강북구 번동 204,신원,285,2000-06-08
서울특별시 강북구 번동 229,주공5단지,1123,1991-05-13
서울특별시 강북구 번동 234,주공4단지,900,1991-04-23
서울특별시 강북구 번동 237,번동주공3단지아파트(행복주택309동),268,2023-03-17
서울특별시 강북구 번동 237,주공3단지,1292,1990-11-09
서울특별시 강북구 번동 241,주공2단지,1766,1991-05-18
서울특별시 강북구 번동 242,주공1단지,1429,1991-05-18
서울특별시 강북구 번동 470-1,삼성,228,1998-12-03
서울특별시 강북구 번동 656,번동금호어울림,284,1998-06-24
서울특별시 강북구 번동 658,한진,202,2000-12-29
서울특별시 강북구 번동 760,오동공원현대,245,2001-09-11
서울특별시 강북구 수유동 205,수유벽산1차,1454,1993-11-17
서울특별시 강북구 수유동 553-61,극동,574,1992-03-23
서울특별시 강북구 수유동 730,래미안수유,510,2001-11-29
서울특별시 강북구 수유동 740,에피소드수유838,558,2021-12-10
서울특별시 강북구 수유동 741,칸타빌수유팰리스,216,2022-06-29
서울특별시 강북구 우이동 1,성원상떼빌,262,1990-10-19
서울특별시 강북구 우이동 342,대우,260,2000-11-16
서울특별시 도봉구 쌍문동 53,성원,498,1989-10-17
서울특별시 도봉구 쌍문동 54,현대1,783,1990-10-19
서울특별시 도봉구 쌍문동 56,삼익세라믹,1541,1988-12-19
서울특별시 도봉구 쌍문동 59,한양2,1635,1988-11-30
서울특별시 도봉구 쌍문동 59-3,한양5,414,1991-05-28
서울특별시 도봉구 쌍문동 59-5,한양6,582,2002-03-26
서울특별시 도봉구 쌍문동 73,경남,264,1988-03-15
서울특별시 도봉구 쌍문동 103-6,인히어쌍문,288,2022-02-08
서울특별시 도봉구 쌍문동 158,한양7,408,1993-09-17
서울특별시 도봉구 쌍문동 195,청구,236,1996-07-18
서울특별시 도봉구 쌍문동 199-1,금호1,690,1990-09-24
서울특별시 도봉구 쌍문동 285-5,동익미라벨,495,1987-05-22
서울특별시 도봉구 쌍문동 388-33,한양1,824,1986-12-02
서울특별시 도봉구 쌍문동 507-1,에드가쌍문,253,2022-05-13
서울특별시 도봉구 쌍문동 719,현대3,287,1995-06-09
서울특별시 도봉구 쌍문동 721,극동아파트,315,1996-08-26
서울특별시 도봉구 쌍문동 725,쌍문동삼성래미안,407,2002-07-26
서울특별시 도봉구 쌍문동 732,북한산코오롱하늘채,243,2014-04-01
서울특별시 도봉구 쌍문동 산69-1,금호2,386,1991-12-27
서울특별시 도봉구 방학동 271-1,신동아아파트1,3169,1986-12-31
서울특별시 도봉구 방학동 274,삼익세라믹아파트,476,1988-07-19
서울특별시 도봉구 방학동 275,벽산아파트1,489,1991-09-02
서울특별시 도봉구 방학동 444-31,대원그린아파트,220,1987-06-29
서울특별시 도봉구 방학동 496,벽산아파트2,318,1998-06-01
서울특별시 도봉구 방학동 507,우성아파트1,658,1992-07-15
서울특별시 도봉구 방학동 508,우성아파트2,558,1993-09-16
서울특별시 도봉구 방학동 530,신동아아파트3,210,1992-09-26
서울특별시 도봉구 방학동 531,신동아아파트2,660,1992-09-26
서울특별시 도봉구 방학동 689,동부센트레빌아파트,258,2005-11-21
서울특별시 도봉구 방학동 701-15,거성학마을아파트,347,1994-12-13
서울특별시 도봉구 방학동 715-12,방학동삼성래미안2,288,2002-10-19
서울특별시 도봉구 방학동 716-5,이에스에이아파트2,225,2003-09-03
서울특별시 도봉구 방학동 718-7,이에스에이아파트1,296,2003-10-01
서울특별시 도봉구 방학동 720-1,대상타운현대아파트,1278,2001-10-29
서울특별시 도봉구 방학동 720-18,방학동삼성래미안1,603,2002-10-19
서울특별시 도봉구 방학동 731,한화성원아파트,336,1996-04-02
서울특별시 도봉구 방학동 732,신동아아파트4,361,1995-05-27
서울특별시 도봉구 방학동 734,청구아파트,978,1994-06-20
서울특별시 도봉구 방학동 735,성원아파트,258,1996-06-12
서울특별시 도봉구 방학동 740,동양크레오아파트,212,2004-12-15
서울특별시 도봉구 창동 26,동아,600,1988-12-29
서울특별시 도봉구 창동 27,주공19단지(창동리버타운),1764,1988-11-25
서울특별시 도봉구 창동 30,창동주공18단지,910,1988-10-26
서울특별시 도봉구 창동 38,주공17단지,1980,1989-07-31
서울특별시 도봉구 창동 45,삼성래미안,1668,1992-07-31
서울특별시 도봉구 창동 299,상아1차아파트,694,1987-11-27
서울특별시 도봉구 창동 300,상아2차아파트,427,1988-02-11
서울특별시 도봉구 창동 305,창동주공1단지,808,1990-09-06
서울특별시 도봉구 창동 316,창동주공2단지,750,1990-07-12
서울특별시 도봉구 창동 347,창동주공3단지(해등마을),2856,1990-09-06
서울특별시 도봉구 창동 373,창동주공4단지,1710,1991-11-12
서울특별시 도봉구 창동 621-69,창동한신휴플러스(621-69),202,2002-07-09
서울특별시 도봉구 창동 635-42,LIG건영캐스빌,300,2002-08-19
서울특별시 도봉구 창동 804,대우,952,1995-11-24
서울특별시 도봉구 창동 805,동아그린,449,1996-11-30
서울특별시 도봉구 창동 807,쌍용,1352,1997-02-28
서울특별시 도봉구 창동 808,동아청솔,1981,1997-03-24
서울특별시 도봉구 창동 810,신창,609,1998-07-07
서울특별시 도봉구 창동 813,현대조합,205,2000-05-08
